id,text,survey_item_code,survey_item_codes,raw_survey_item_code,source
IPIP_FULL_1898,Have intentionally given myself alcohol poisoning.,T1595,['T1595'],T1595,IPIP Alphabetical Item List
IPIP_FULL_1899,Have leadership abilities.,Q134,['Q134'],Q134,IPIP Alphabetical Item List
IPIP_FULL_1900,Have learned how to get others to do things for me.,T1597,['T1597'],T1597,IPIP Alphabetical Item List
IPIP_FULL_1901,Have learned that it's dangerous to believe what people say.,V267,['V267'],V267,IPIP Alphabetical Item List
IPIP_FULL_1902,Have little confidence in my decisions.,T1600,['T1600'],T1600,IPIP Alphabetical Item List
IPIP_FULL_1903,Have little desire for sex or romance.,T1601,['T1601'],T1601,IPIP Alphabetical Item List
IPIP_FULL_1904,Have little interest in hobbies and other activities.,T1602,['T1602'],T1602,IPIP Alphabetical Item List
IPIP_FULL_1905,Have little left to live for.,T1603,['T1603'],T1603,IPIP Alphabetical Item List
IPIP_FULL_1906,Have little patience for slackers.,E127,['E127'],E127,IPIP Alphabetical Item List
IPIP_FULL_1907,Have little respect for my superiors.,T1605,['T1605'],T1605,IPIP Alphabetical Item List
IPIP_FULL_1908,Have little respect for the police.,T1606,['T1606'],T1606,IPIP Alphabetical Item List
IPIP_FULL_1909,Have little sympathy for the unemployed.,A51,['A51'],A51,IPIP Alphabetical Item List
IPIP_FULL_1910,Have little to contribute.,H1032,['H1032'],H1032,IPIP Alphabetical Item List
IPIP_FULL_1911,Have little to say.,H1039,['H1039'],H1039,IPIP Alphabetical Item List
IPIP_FULL_1912,Have lived in all 50 states in the U.S.A.,P437,['P437'],P437,IPIP Alphabetical Item List
IPIP_FULL_1913,Have lost friends due to my jealousy.,T1610,['T1610'],T1610,IPIP Alphabetical Item List
IPIP_FULL_1914,Have lost relationships due to my jealousy.,T1611,['T1611'],T1611,IPIP Alphabetical Item List
IPIP_FULL_1915,Have lots of symptoms that don't make any sense to me or those around me.,T1612,['T1612'],T1612,IPIP Alphabetical Item List
IPIP_FULL_1916,Have made a suicide plan in the past.,T1613,['T1613'],T1613,IPIP Alphabetical Item List
IPIP_FULL_1917,Have many piercings.,T1614,['T1614'],T1614,IPIP Alphabetical Item List
IPIP_FULL_1918,Have many valuable material possessions.,Q152,['Q152'],Q152,IPIP Alphabetical Item List
IPIP_FULL_1919,Have medical problems that my doctors don't understand.,T1616,['T1616'],T1616,IPIP Alphabetical Item List
IPIP_FULL_1920,Have mood swings that are completely out of control.,T1617,['T1617'],T1617,IPIP Alphabetical Item List
IPIP_FULL_1921,Have murderous ideas.,A140,['A140'],A140,IPIP Alphabetical Item List
IPIP_FULL_1922,Have nerves of steel.,Q145,['Q145'],Q145,IPIP Alphabetical Item List
IPIP_FULL_1923,Have never attended a college or university.,Q93,['Q93'],Q93,IPIP Alphabetical Item List
IPIP_FULL_1924,Have never been in trouble with the law.,T1622,['T1622'],T1622,IPIP Alphabetical Item List
IPIP_FULL_1925,Have never cared much what others thought of me.,V187,['V187'],V187,IPIP Alphabetical Item List
IPIP_FULL_1926,Have never considered myself a positive or happy person.,T1626,['T1626'],T1626,IPIP Alphabetical Item List
IPIP_FULL_1927,Have never deliberately hurt anyone.,V15,['V15'],V15,IPIP Alphabetical Item List
IPIP_FULL_1928,Have never engaged in gossip.,P413,['P413'],P413,IPIP Alphabetical Item List
IPIP_FULL_1929,Have never felt real joy.,V221,['V221'],V221,IPIP Alphabetical Item List
IPIP_FULL_1930,Have never given bad advice to a friend.,V123,['V123'],V123,IPIP Alphabetical Item List
IPIP_FULL_1931,Have never given serious thought to ending my life.,T1629,['T1629'],T1629,IPIP Alphabetical Item List
IPIP_FULL_1932,Have never had a loyal friend.,T1630,['T1630'],T1630,IPIP Alphabetical Item List
IPIP_FULL_1933,Have never hated anyone.,Q235,['Q235'],Q235,IPIP Alphabetical Item List
IPIP_FULL_1934,Have new ideas for improving things.,W268,['W268'],W268,IPIP Alphabetical Item List
IPIP_FULL_1935,Have no interest in long-term romantic relationships.,T1633,['T1633'],T1633,IPIP Alphabetical Item List
IPIP_FULL_1936,Have no interest in making new friends.,T1634,['T1634'],T1634,IPIP Alphabetical Item List
IPIP_FULL_1937,Have no need for close friendships.,V230,['V230'],V230,IPIP Alphabetical Item List
IPIP_FULL_1938,Have no objection to stepping on other people's toes if it is to my advantage.,T1636,['T1636'],T1636,IPIP Alphabetical Item List
IPIP_FULL_1939,Have no opinions of my own.,H1014,['H1014'],H1014,IPIP Alphabetical Item List
IPIP_FULL_1940,Have no plan for my life five years from now.,V206,['V206'],V206,IPIP Alphabetical Item List
IPIP_FULL_1941,Have no problem defying the wishes of people in command.,T1639,['T1639'],T1639,IPIP Alphabetical Item List
IPIP_FULL_1942,Have no secrets.,H8,['H8'],H8,IPIP Alphabetical Item List
IPIP_FULL_1943,Have no special urge to do something original.,V335,['V335'],V335,IPIP Alphabetical Item List
IPIP_FULL_1944,Have no sympathy for criminals.,E169,['E169'],E169,IPIP Alphabetical Item List
IPIP_FULL_1945,Have no sympathy for rule-breakers.,V159,['V159'],V159,IPIP Alphabetical Item List
IPIP_FULL_1946,Have no trouble controlling my anger.,T1642,['T1642'],T1642,IPIP Alphabetical Item List
IPIP_FULL_1947,Have no trouble eating healthy foods.,V23,['V23'],V23,IPIP Alphabetical Item List
IPIP_FULL_1948,Have no will to live.,T1643,['T1643'],T1643,IPIP Alphabetical Item List
IPIP_FULL_1949,Have not created something of beauty in the last year.,V30,['V30'],V30,IPIP Alphabetical Item List
IPIP_FULL_1950,Have noticed that different letters of the alphabet have different colors.,T1644,['T1644'],T1644,IPIP Alphabetical Item List
IPIP_FULL_1951,Have noticed that different odors have different colors.,T1645,['T1645'],T1645,IPIP Alphabetical Item List
IPIP_FULL_1952,Have noticed that friends or family become frustrated with my mood swings.,T1646,['T1646'],T1646,IPIP Alphabetical Item List
IPIP_FULL_1953,Have noticed that I put my work ahead of too many other things.,T1647,['T1647'],T1647,IPIP Alphabetical Item List
IPIP_FULL_1954,Have noticed that lying comes easily to me.,T1648,['T1648'],T1648,IPIP Alphabetical Item List
IPIP_FULL_1955,Have noticed that my emotions get me into trouble when I'm stressed.,T1652,['T1652'],T1652,IPIP Alphabetical Item List
IPIP_FULL_1956,Have noticed that my friends have often betrayed me.,T1649,['T1649'],T1649,IPIP Alphabetical Item List
IPIP_FULL_1957,Have noticed that people sometimes try to make me look foolish.,T1655,['T1655'],T1655,IPIP Alphabetical Item List
IPIP_FULL_1958,Have occasionally disliked someone.,P362,['P362'],P362,IPIP Alphabetical Item List
IPIP_FULL_1959,Have occasionally had the feeling that a TV or radio broadcaster knew I was listening to him.,T1657,['T1657'],T1657,IPIP Alphabetical Item List
IPIP_FULL_1960,Have often been punished without a good reason.,Q46,['Q46'],Q46,IPIP Alphabetical Item List
IPIP_FULL_1961,Have out-of-body experiences.,A21,['A21'],A21,IPIP Alphabetical Item List
IPIP_FULL_1962,Have overcome pain and disappointment.,V263,['V263'],V263,IPIP Alphabetical Item List
IPIP_FULL_1963,Have persuaded others to do something really adventurous or crazy.,R58,['R58'],R58,IPIP Alphabetical Item List
IPIP_FULL_1964,Have physical sensations that even doctors don't understand.,A57,['A57'],A57,IPIP Alphabetical Item List
IPIP_FULL_1965,Have physically threatened someone to get what I want.,T1661,['T1661'],T1661,IPIP Alphabetical Item List
IPIP_FULL_1966,Have planned out exactly how I will die.,T1663,['T1663'],T1663,IPIP Alphabetical Item List
IPIP_FULL_1967,Have problems with my eyesight.,Q248,['Q248'],Q248,IPIP Alphabetical Item List
IPIP_FULL_1968,Have purposely cut myself to the point of scarring.,T1664,['T1664'],T1664,IPIP Alphabetical Item List
IPIP_FULL_1969,Have read a lot.,H1259,['H1259'],H1259,IPIP Alphabetical Item List
IPIP_FULL_1970,Have read the great literary classics.,Q228,['Q228'],Q228,IPIP Alphabetical Item List
IPIP_FULL_1971,Have recently found an original solution to a problem in my life.,V294,['V294'],V294,IPIP Alphabetical Item List
IPIP_FULL_1972,Have saved so many things that they get in the way.,R68,['R68'],R68,IPIP Alphabetical Item List
IPIP_FULL_1973,Have second thoughts.,H850,['H850'],H850,IPIP Alphabetical Item List
IPIP_FULL_1974,Have secret strategies.,P373,['P373'],P373,IPIP Alphabetical Item List
IPIP_FULL_1975,Have sensed strange smells that others do not sense.,T1669,['T1669'],T1669,IPIP Alphabetical Item List
IPIP_FULL_1976,Have severe mood swings.,T1670,['T1670'],T1670,IPIP Alphabetical Item List
IPIP_FULL_1977,Have some bad habits.,P478,['P478'],P478,IPIP Alphabetical Item List
IPIP_FULL_1978,Have sometimes felt incredibly intense pleasure.,D92,['D92'],D92,IPIP Alphabetical Item List
IPIP_FULL_1979,Have sometimes had to tell a lie.,P356,['P356'],P356,IPIP Alphabetical Item List
IPIP_FULL_1980,Have special problems.,V107,['V107'],V107,IPIP Alphabetical Item List
IPIP_FULL_1981,Have spent at least 30 minutes in the last 24 hours in prayer or meditation.,V177,['V177'],V177,IPIP Alphabetical Item List
IPIP_FULL_1982,Have spied on a romantic partner because I thought he/she was cheating on me.,T1676,['T1676'],T1676,IPIP Alphabetical Item List
IPIP_FULL_1983,Have spread gossip as a way to get back at someone.,T1677,['T1677'],T1677,IPIP Alphabetical Item List
IPIP_FULL_1984,Have started many fist fights in my life.,T1678,['T1678'],T1678,IPIP Alphabetical Item List
IPIP_FULL_1985,Have stolen things from time to time.,T1679,['T1679'],T1679,IPIP Alphabetical Item List
IPIP_FULL_1986,Have stolen things many times.,T1680,['T1680'],T1680,IPIP Alphabetical Item List
IPIP_FULL_1987,Have strong emotional reactions to everyday hassles.,T1681,['T1681'],T1681,IPIP Alphabetical Item List
IPIP_FULL_1988,Have strong reactions to even minor problems in my life.,T1683,['T1683'],T1683,IPIP Alphabetical Item List
IPIP_FULL_1989,Have strong sexual urges.,Q52,['Q52'],Q52,IPIP Alphabetical Item List
IPIP_FULL_1990,Have strong urges sometimes to hurt myself.,T1685,['T1685'],T1685,IPIP Alphabetical Item List
IPIP_FULL_1991,Have taken frequent stands in the face of strong opposition.,V11,['V11'],V11,IPIP Alphabetical Item List
IPIP_FULL_1992,Have taken pills with the intention of making myself sick.,T1688,['T1688'],T1688,IPIP Alphabetical Item List
IPIP_FULL_1993,Have taken things that weren't mine.,T1689,['T1689'],T1689,IPIP Alphabetical Item List
IPIP_FULL_1994,Have the ability to be a good teacher.,Q24,['Q24'],Q24,IPIP Alphabetical Item List
IPIP_FULL_1995,Have the ability to make others feel interesting.,V119,['V119'],V119,IPIP Alphabetical Item List
IPIP_FULL_1996,"Have the feeling of being directed or controlled from outside, like a puppet on a string.",A27,['A27'],A27,IPIP Alphabetical Item List
IPIP_FULL_1997,Have the power to cast spells on others.,T1692,['T1692'],T1692,IPIP Alphabetical Item List
IPIP_FULL_1998,Have thought about the best way to die.,T1693,['T1693'],T1693,IPIP Alphabetical Item List
IPIP_FULL_1999,Have thought about writing a suicide note.,T1694,['T1694'],T1694,IPIP Alphabetical Item List
IPIP_FULL_2000,Have thoughts of injuring myself.,T1695,['T1695'],T1695,IPIP Alphabetical Item List
IPIP_FULL_2001,Have thoughts of murdering people.,T1696,['T1696'],T1696,IPIP Alphabetical Item List
IPIP_FULL_2002,Have thoughts of torturing or harming others.,T1697,['T1697'],T1697,IPIP Alphabetical Item List
IPIP_FULL_2003,Have threatened to kill myself.,T1698,['T1698'],T1698,IPIP Alphabetical Item List
IPIP_FULL_2004,Have time for play and relaxation.,P450,['P450'],P450,IPIP Alphabetical Item List
IPIP_FULL_2005,Have to be on guard against spells which strangers may cast upon me.,V121,['V121'],V121,IPIP Alphabetical Item List
IPIP_FULL_2006,Have to hurt myself to relieve stress.,T1701,['T1701'],T1701,IPIP Alphabetical Item List
IPIP_FULL_2007,Have too little time to do what is needed.,P368,['P368'],P368,IPIP Alphabetical Item List
IPIP_FULL_2008,Have too many things to do.,P448,['P448'],P448,IPIP Alphabetical Item List
IPIP_FULL_2009,Have too many thoughts that confuse me and others.,T1705,['T1705'],T1705,IPIP Alphabetical Item List
IPIP_FULL_2010,Have tried to poison myself.,T1707,['T1707'],T1707,IPIP Alphabetical Item List
IPIP_FULL_2011,Have trouble admitting to mistakes.,T1708,['T1708'],T1708,IPIP Alphabetical Item List
IPIP_FULL_2012,Have trouble changing my behavior to suit the situation.,P495,['P495'],P495,IPIP Alphabetical Item List
IPIP_FULL_2013,Have trouble coping when something goes wrong.,T1710,['T1710'],T1710,IPIP Alphabetical Item List
IPIP_FULL_2014,Have trouble dealing with even the smallest problems.,T1711,['T1711'],T1711,IPIP Alphabetical Item List
IPIP_FULL_2015,"Have trouble deciding even simple things, like where to eat dinner.",T1712,['T1712'],T1712,IPIP Alphabetical Item List
IPIP_FULL_2016,Have trouble getting interested in things.,T1714,['T1714'],T1714,IPIP Alphabetical Item List
IPIP_FULL_2017,Have trouble guessing how others will react.,P405,['P405'],P405,IPIP Alphabetical Item List
IPIP_FULL_2018,Have trouble opening up to people.,T1715,['T1715'],T1715,IPIP Alphabetical Item List
IPIP_FULL_2019,"Have trouble relaxing, even with family or friends.",V85,['V85'],V85,IPIP Alphabetical Item List
IPIP_FULL_2020,Have trouble resisting the temptation of doing forbidden things.,S14,['S14'],S14,IPIP Alphabetical Item List
IPIP_FULL_2021,Have trouble throwing away even worthless junk.,V74,['V74'],V74,IPIP Alphabetical Item List
IPIP_FULL_2022,Have unpredictable emotions and moods.,T1719,['T1719'],T1719,IPIP Alphabetical Item List
IPIP_FULL_2023,Have unusual beliefs about the world.,T1720,['T1720'],T1720,IPIP Alphabetical Item List
IPIP_FULL_2024,Have urges to cut myself.,T1721,['T1721'],T1721,IPIP Alphabetical Item List
IPIP_FULL_2025,Have used confidential information for my own gain.,T1722,['T1722'],T1722,IPIP Alphabetical Item List
IPIP_FULL_2026,Have used illegal drugs.,T1723,['T1723'],T1723,IPIP Alphabetical Item List
IPIP_FULL_2027,Have vandalized other people's property.,T1726,['T1726'],T1726,IPIP Alphabetical Item List
IPIP_FULL_2028,Have very high standards for the behavior of others.,T1727,['T1727'],T1727,IPIP Alphabetical Item List
IPIP_FULL_2029,Have written a suicide note.,T1728,['T1728'],T1728,IPIP Alphabetical Item List
IPIP_FULL_2030,Hear sounds from nearby as if they come from far away.,A109,['A109'],A109,IPIP Alphabetical Item List
IPIP_FULL_2031,Hear voices talking about me when nobody is really there.,A138,['A138'],A138,IPIP Alphabetical Item List
IPIP_FULL_2032,Hear voices that others cannot.,T1732,['T1732'],T1732,IPIP Alphabetical Item List
IPIP_FULL_2033,Help my friends.,M44,['M44'],M44,IPIP Alphabetical Item List
IPIP_FULL_2034,Help others only when there is something in it for me.,T1733,['T1733'],T1733,IPIP Alphabetical Item List
IPIP_FULL_2035,"Help people even when I do not want to, because it is the right thing to do.",W80,['W80'],W80,IPIP Alphabetical Item List
IPIP_FULL_2036,Helped a neighbor in the last month.,V164,['V164'],V164,IPIP Alphabetical Item List
IPIP_FULL_2037,Hide my real intentions.,H1331,['H1331'],H1331,IPIP Alphabetical Item List
IPIP_FULL_2038,Hide whatever is important to me.,V70,['V70'],V70,IPIP Alphabetical Item List
IPIP_FULL_2039,Hold a grudge.,X217,['X217'],X217,IPIP Alphabetical Item List
IPIP_FULL_2040,Hold back my opinions.,H679,['H679'],H679,IPIP Alphabetical Item List
IPIP_FULL_2041,Hold grudges.,V72,['V72'],V72,IPIP Alphabetical Item List
IPIP_FULL_2042,Hold myself and others to very high standards.,T1740,['T1740'],T1740,IPIP Alphabetical Item List
IPIP_FULL_2043,Honor all the vows I have made.,Q185,['Q185'],Q185,IPIP Alphabetical Item List
IPIP_FULL_2044,Hope that I am never a nuisance to anyone.,Q78,['Q78'],Q78,IPIP Alphabetical Item List
IPIP_FULL_2045,Hug my close friends.,A79,['A79'],A79,IPIP Alphabetical Item List
IPIP_FULL_2046,Hurry my work.,H1083,['H1083'],H1083,IPIP Alphabetical Item List
IPIP_FULL_2047,Hurt people.,H1125,['H1125'],H1125,IPIP Alphabetical Item List
IPIP_FULL_2048,Ignore others' expectations.,H689,['H689'],H689,IPIP Alphabetical Item List
IPIP_FULL_2049,Ignore signs of danger.,Q217,['Q217'],Q217,IPIP Alphabetical Item List
IPIP_FULL_2050,Immediately feel sad when hearing of an unhappy event.,D116,['D116'],D116,IPIP Alphabetical Item List
IPIP_FULL_2051,Impose my will on others.,H721,['H721'],H721,IPIP Alphabetical Item List
IPIP_FULL_2052,Impress my friends and family with my ability to plan for the future.,W299,['W299'],W299*,IPIP Alphabetical Item List
IPIP_FULL_2053,"In tasks that I am not prepared for, attach great importance to the possibility of failure.",S11,['S11'],S11,IPIP Alphabetical Item List
IPIP_FULL_2054,Indulge in my fantasies.,H1119,"['H1119', 'X26']","H1119, X26",IPIP Alphabetical Item List
IPIP_FULL_2055,Inquire about others' well-being.,H225,['H225'],H225,IPIP Alphabetical Item List
IPIP_FULL_2056,Insist on getting my way.,V247,['V247'],V247,IPIP Alphabetical Item List
IPIP_FULL_2057,Insist that others do things my way.,V69,['V69'],V69,IPIP Alphabetical Item List
IPIP_FULL_2058,Insult people.,H1103,['H1103'],H1103,IPIP Alphabetical Item List
IPIP_FULL_2059,Interfere in other people's business.,H725,['H725'],H725,IPIP Alphabetical Item List
IPIP_FULL_2060,Interrupt others.,H526,['H526'],H526,IPIP Alphabetical Item List
IPIP_FULL_2061,Invent problems for myself.,H1005,['H1005'],H1005,IPIP Alphabetical Item List
IPIP_FULL_2062,Invent things that can go wrong.,H1000,['H1000'],H1000,IPIP Alphabetical Item List
IPIP_FULL_2063,Investigate all possibilities.,H473,['H473'],H473,IPIP Alphabetical Item List
IPIP_FULL_2064,Involve others in what I am doing.,H1106,['H1106'],H1106,IPIP Alphabetical Item List
IPIP_FULL_2065,Joke around a lot.,H86,['H86'],H86,IPIP Alphabetical Item List
IPIP_FULL_2066,Judge myself more harshly than others do.,X252,['X252'],X252,IPIP Alphabetical Item List
IPIP_FULL_2067,Judge people by their appearance.,E69,['E69'],E69,IPIP Alphabetical Item List
IPIP_FULL_2068,Jump into things without thinking.,E46,['E46'],E46,IPIP Alphabetical Item List
IPIP_FULL_2069,Jump into things.,H454,['H454'],H454,IPIP Alphabetical Item List
IPIP_FULL_2070,Just know that I will be a success.,P379,['P379'],P379,IPIP Alphabetical Item List
IPIP_FULL_2071,Just let things happen.,H1006,"['H1006', 'X39']","H1006, X39",IPIP Alphabetical Item List
IPIP_FULL_2072,Keep a cool head.,H380,['H380'],H380,IPIP Alphabetical Item List
IPIP_FULL_2073,Keep a lot of anger bottled up inside of me.,T1765,['T1765'],T1765,IPIP Alphabetical Item List
IPIP_FULL_2074,Keep a sharp eye on others' work.,H275,['H275'],H275,IPIP Alphabetical Item List
IPIP_FULL_2075,Keep improving myself.,H1273,['H1273'],H1273,IPIP Alphabetical Item List
IPIP_FULL_2076,Keep in the background.,H154,"['H154', 'X34']","H154, X34",IPIP Alphabetical Item List
IPIP_FULL_2077,Keep in touch with old friends.,E76,['E76'],E76,IPIP Alphabetical Item List
IPIP_FULL_2078,Keep my appointments.,H144,['H144'],H144,IPIP Alphabetical Item List
IPIP_FULL_2079,Keep my checkbook balanced.,E20,['E20'],E20,IPIP Alphabetical Item List
IPIP_FULL_2080,Keep my cool.,X191,['X191'],X191,IPIP Alphabetical Item List
IPIP_FULL_2081,Keep my distance from strangers.,V156,['V156'],V156,IPIP Alphabetical Item List
IPIP_FULL_2082,Keep my emotions under control.,H381,['H381'],H381,IPIP Alphabetical Item List
IPIP_FULL_2083,Keep my faith even during hard times.,V84,['V84'],V84,IPIP Alphabetical Item List
IPIP_FULL_2084,"Keep my feelings to myself, regardless of how scared I am.",A130,['A130'],A130,IPIP Alphabetical Item List
IPIP_FULL_2085,"Keep my feelings to myself, regardless of how unhappy I am.",A10,['A10'],A10,IPIP Alphabetical Item List
IPIP_FULL_2086,Keep my hair fashionable.,P416,['P416'],P416,IPIP Alphabetical Item List
IPIP_FULL_2087,Keep my happy feelings to myself.,A84,['A84'],A84,IPIP Alphabetical Item List
IPIP_FULL_2088,Keep my promises.,H149,"['H149', 'X33', 'V14']","H149, X33, V14",IPIP Alphabetical Item List
IPIP_FULL_2089,Keep my sense of humor even in gloomy situations.,V216,['V216'],V216,IPIP Alphabetical Item List
IPIP_FULL_2090,Keep my thoughts to myself.,H588,['H588'],H588,IPIP Alphabetical Item List
IPIP_FULL_2091,Keep myself uninvolved.,H569,['H569'],H569,IPIP Alphabetical Item List
IPIP_FULL_2092,Keep myself well-groomed.,H314,['H314'],H314,IPIP Alphabetical Item List
IPIP_FULL_2093,Keep old traditions.,H1061,['H1061'],H1061,IPIP Alphabetical Item List
IPIP_FULL_2094,Keep on the topic.,H374,['H374'],H374,IPIP Alphabetical Item List
IPIP_FULL_2095,Keep others at a distance.,H704,['H704'],H704,IPIP Alphabetical Item List
IPIP_FULL_2096,Keep people waiting.,H1194,['H1194'],H1194,IPIP Alphabetical Item List
IPIP_FULL_2097,Keep promises that I make to myself.,W315,['W315'],W315,IPIP Alphabetical Item List
IPIP_FULL_2098,Keep situations under control.,H346,['H346'],H346,IPIP Alphabetical Item List
IPIP_FULL_2099,Keep straight right from wrong.,V242,['V242'],V242,IPIP Alphabetical Item List
IPIP_FULL_2100,Keep the peace.,H134,"['H134', 'X42']","H134, X42",IPIP Alphabetical Item List
IPIP_FULL_2101,Keep things that I never use.,E164,['E164'],E164,IPIP Alphabetical Item List
IPIP_FULL_2102,Keep things tidy.,Q104,['Q104'],Q104,IPIP Alphabetical Item List
IPIP_FULL_2103,Keep to myself even when I'm around other people.,T1790,['T1790'],T1790,IPIP Alphabetical Item List
IPIP_FULL_2104,Keep to myself.,V183,['V183'],V183,IPIP Alphabetical Item List
IPIP_FULL_2105,Keep up an appearance.,H1022,['H1022'],H1022,IPIP Alphabetical Item List
IPIP_FULL_2106,Know how things work.,H1309,['H1309'],H1309,IPIP Alphabetical Item List
IPIP_FULL_2107,Know how to apply my knowledge.,H1336,['H1336'],H1336,IPIP Alphabetical Item List
IPIP_FULL_2108,Know how to captivate people.,H1110,['H1110'],H1110,IPIP Alphabetical Item List
IPIP_FULL_2109,Know how to comfort others.,H173,['H173'],H173,IPIP Alphabetical Item List
IPIP_FULL_2110,Know how to control myself.,H1098,['H1098'],H1098,IPIP Alphabetical Item List
IPIP_FULL_2111,Know how to convince others.,H1156,['H1156'],H1156,IPIP Alphabetical Item List
IPIP_FULL_2112,Know how to cope.,H1281,"['H1281', 'X69']","H1281, X69",IPIP Alphabetical Item List
IPIP_FULL_2113,Know how to do my job.,H261,['H261'],H261,IPIP Alphabetical Item List
IPIP_FULL_2114,Know how to do well on tests.,Q234,['Q234'],Q234,IPIP Alphabetical Item List
IPIP_FULL_2115,Know how to enjoy myself.,H1185,['H1185'],H1185,IPIP Alphabetical Item List
IPIP_FULL_2116,Know how to fly a helicopter.,P429,['P429'],P429,IPIP Alphabetical Item List
IPIP_FULL_2117,Know how to get around the rules.,H1327,['H1327'],H1327,IPIP Alphabetical Item List
IPIP_FULL_2118,Know how to get things done.,H1333,['H1333'],H1333,IPIP Alphabetical Item List
IPIP_FULL_2119,Know how to make something from nothing.,H477,['H477'],H477,IPIP Alphabetical Item List
IPIP_FULL_2120,Know how to play the bagpipes.,P412,['P412'],P412,IPIP Alphabetical Item List
IPIP_FULL_2121,Know immediately what to do.,H403,['H403'],H403,IPIP Alphabetical Item List
IPIP_FULL_2122,Know my limitations.,H358,['H358'],H358,IPIP Alphabetical Item List
IPIP_FULL_2123,Know my strengths.,H357,"['H357', 'X46']","H357, X46",IPIP Alphabetical Item List
IPIP_FULL_2124,Know no limits.,H873,['H873'],H873,IPIP Alphabetical Item List
IPIP_FULL_2125,Know people whose opinions are simply not worth listening to.,V19,['V19'],V19,IPIP Alphabetical Item List
IPIP_FULL_2126,Know someone for whom I would do almost anything.,W29,['W29'],W29,IPIP Alphabetical Item List
IPIP_FULL_2127,Know someone who is absolutely fair and just.,Q230,['Q230'],Q230,IPIP Alphabetical Item List
IPIP_FULL_2128,Know someone whom I really care about as a person.,V304,['V304'],V304,IPIP Alphabetical Item List
IPIP_FULL_2129,Know someone with whom I feel free to be myself.,W27,['W27'],W27,IPIP Alphabetical Item List
IPIP_FULL_2130,Know that anyone who tries can get a job.,X182,['X182'],X182,IPIP Alphabetical Item List
IPIP_FULL_2131,Know that I am not a special person.,X234,['X234'],X234,IPIP Alphabetical Item List
IPIP_FULL_2132,Know that I can improve myself.,E6,['E6'],E6,IPIP Alphabetical Item List
IPIP_FULL_2133,Know that I can live my life in any way I want to.,P494,['P494'],P494,IPIP Alphabetical Item List
IPIP_FULL_2134,Know that I wouldn't be any happier if I owned nicer things,M52,['M52'],M52,IPIP Alphabetical Item List
IPIP_FULL_2135,Know that I'm a special person.,P443,['P443'],P443,IPIP Alphabetical Item List
IPIP_FULL_2136,Know that I'm good because others tell me so.,P366,['P366'],P366,IPIP Alphabetical Item List
IPIP_FULL_2137,Know that many people helped me to get to where I am today.,W111,['W111'],W111*,IPIP Alphabetical Item List
IPIP_FULL_2138,Know that modesty doesn't become me.,P497,['P497'],P497,IPIP Alphabetical Item List
IPIP_FULL_2139,Know that my achievements will be forgotten after I'm dead.,R20,['R20'],R20,IPIP Alphabetical Item List
IPIP_FULL_2140,Know that my anger is a problem.,T1812,['T1812'],T1812,IPIP Alphabetical Item List
IPIP_FULL_2141,Know that my belief in God / a Higher Power helps me to understand my purpose in life.,W347,['W347'],W347*,IPIP Alphabetical Item List
IPIP_FULL_2142,Know that my beliefs make my life important.,V319,['V319'],V319,IPIP Alphabetical Item List
IPIP_FULL_2143,Know that my decisions are correct.,H324,['H324'],H324,IPIP Alphabetical Item List
IPIP_FULL_2144,Know that my friends consider me to be impulsive.,V138,['V138'],V138,IPIP Alphabetical Item List
IPIP_FULL_2145,Know that my ideas sometimes surprise people.,D73,['D73'],D73,IPIP Alphabetical Item List
IPIP_FULL_2146,Know that my life has no strong purpose.,V22,['V22'],V22,IPIP Alphabetical Item List
IPIP_FULL_2147,Know that my special qualities will some day be admired.,V61,['V61'],V61,IPIP Alphabetical Item List
IPIP_FULL_2148,Know that some others accept my shortcomings.,V90,['V90'],V90,IPIP Alphabetical Item List
IPIP_FULL_2149,Know that sometimes my clothes don't match (and I don't care).,D81,['D81'],D81,IPIP Alphabetical Item List
IPIP_FULL_2150,Know that the world would be a much better place if I were in charge.,P408,['P408'],P408,IPIP Alphabetical Item List
IPIP_FULL_2151,Know that there are people in my life who care as much for me as for themselves.,V55,['V55'],V55,IPIP Alphabetical Item List
IPIP_FULL_2152,Know that there is someone I trust to help and support me.,W28,['W28'],W28,IPIP Alphabetical Item List
IPIP_FULL_2153,Know the answers to many questions.,H1267,['H1267'],H1267,IPIP Alphabetical Item List
IPIP_FULL_2154,"Know the names of many types of animals, birds, and plants.",Q107,['Q107'],Q107,IPIP Alphabetical Item List
IPIP_FULL_2155,Know the proper thing to do.,H1303,['H1303'],H1303,IPIP Alphabetical Item List
IPIP_FULL_2156,Know what I want.,H328,['H328'],H328,IPIP Alphabetical Item List
IPIP_FULL_2157,Know what is essential and what is not.,H379,['H379'],H379,IPIP Alphabetical Item List
IPIP_FULL_2158,Know what makes others tick.,V157,['V157'],V157,IPIP Alphabetical Item List
IPIP_FULL_2159,Know what others are thinking.,H2022,['H2022'],H2022,IPIP Alphabetical Item List
IPIP_FULL_2160,Know what to say to make people feel good.,V295,['V295'],V295,IPIP Alphabetical Item List
IPIP_FULL_2161,Know what's going on in the world.,H1251,['H1251'],H1251,IPIP Alphabetical Item List
IPIP_FULL_2162,Lack confidence in what the future holds.,T1825,['T1825'],T1825,IPIP Alphabetical Item List
IPIP_FULL_2163,Lack the talent for influencing people.,P346,['P346'],P346,IPIP Alphabetical Item List
